啊	a
瀑	bcb
雹	bcc
豹	bce
保	bcf
龅	bcg
宝	bci
抱	bcl
褒	bcn
枹	bco
剥	bcq
爆	bcr
暴	bcs
鸨	bct
褓	bcu
胞	bcv
包	bcw
薄	bcx
鲍	bcy
趵	bcz
佰	bdf
拜	bdi
摆	bdl
百	bdn
柏	bdo
稗	bdw
败	bdz
坌	bfa
犇	bfc
倴	bff
锛	bfk
奔	bfn
栟	bfo
贲	bfp
笨	bfr
畚	bft
苯	bfx
迸	bga
琫	bgg
嘣	bgh
绷	bgj
镚	bgk
蚌	bgm
甭	bgn
甏	bgt
祊	bgu
崩	bgy
蹦	bgz
浜	bhb
谤	bhd
傍	bhf
玤	bhg
𠳐	bhh
绑	bhj
镑	bhk
搒	bhl
蚌	bhm
邦	bhn
棒	bho
塝	bht
膀	bhv
蒡	bhx
弊	bia
濞	bib
必	bic
诐	bid
币	bie
俾	bif
碧	big
吡	bih
避	bii
铋	bik
逼	bin
弼	bio
陛	bip
笔	bir
庇	bis
毕	bit
彼	biu
狴	biv
闭	biw
蔽	bix
鼻	biy
婢	biz
半	bja
湴	bjb
般	bje
伴	bjf
班	bjg
绊	bjj
钣	bjk
搬	bjl
靽	bjm
板	bjo
办	bjp
昄	bjq
瓣	bjs
坂	bjt
饼	bka
冰	bkb
秉	bke
屏	bki
摒	bkl
蛃	bkm
丙	bkn
柄	bko
兵	bkp
昺	bkq
炳	bkr
病	bks
禀	bkv
汴	bmb
忭	bmc
便	bmf
遍	bmi
编	bmj
抃	bml
鞭	bmm
边	bmp
昪	bmq
煸	bmr
辩	bms
弁	bmt
褊	bmu
卞	bmv
匾	bmw
苄	bmx
鳊	bmy
贬	bmz
彪	bna
瀌	bnb
骠	bnc
俵	bnf
镖	bnk
摽	bnl
飙	bnn
标	bno
熛	bnr
瘭	bns
裱	bnu
膘	bnv
藨	bnx
鳔	bny
婊	bnz
卜	boa
泊	bob
驳	boc
舶	boe
伯	bof
玻	bog
啵	boh
檗	boi
砵	boj
钵	bok
播	bol
柏	boo
博	bop
剥	boq
箔	bor
艴	bot
亳	bou
脖	bov
馞	bow
薄	box
帛	boy
跛	boz
憋	bpa
瘪	bps
癿	bpy
卜	bua
怖	buc
醭	bue
堡	buf
步	bug
哺	buh
钚	buk
捕	bul
布	bup
逋	buq
簿	bur
埠	but
补	buu
蔀	bux
𬇙	bwb
悖	bwc
糒	bwd
倍	bwf
琲	bwg
呗	bwh
臂	bwi
碑	bwj
钡	bwk
鞴	bwm
北	bwn
杯	bwo
孛	bwp
备	bwq
焙	bwr
褙	bwu
狈	bwv
蓓	bwx
卑	bwy
贝	bwz
嚓	cah
漕	ccb
糙	ccd
艚	cce
嘈	cch
𥕢	ccj
操	ccl
螬	ccm
曹	ccn
槽	cco
偲	cdf
采	cdm
材	cdo
裁	cdp
睬	cdq
猜	cdv
蔡	cdx
财	cdz
恻	cec
侧	cef
册	cen
策	cer
厕	ces
涔	cfb
参	cft
噌	cgh
层	cgi
嶒	cgy
蹭	cgz
沧	chb
舱	che
伧	chf
仓	chg
苍	chx
慈	cia
次	cib
词	cid
伺	cif
雌	cig
呲	cih
差	cii
磁	cij
刺	cip
疵	cis
祠	ciu
辞	ciw
茨	cix
赐	ciz
惨	cjc
璨	cjg
餐	cjl
蚕	cjn
灿	cjr
䅟	cjw
鹾	coa
瑳	cog
磋	coj
锉	cok
措	col
棤	coo
矬	cor
厝	cos
脞	cov
莝	cox
嵯	coy
蹉	coz
爨	cre
汆	crg
镩	crk
攒	crl
篡	crr
蹿	crz
囱	csa
淙	csb
骢	csc
聪	cse
丛	csg
匆	csj
枞	cso
熜	csr
葱	csx
粗	cud
醋	cue
殂	cul
簇	cur
徂	cuu
猝	cuv
蔟	cux
蹴	cuz
淬	cvb
悴	cvc
粹	cvd
催	cvf
璀	cvg
啐	cvh
缞	cvj
摧	cvl
翠	cvm
榱	cvo
瘁	cvs
萃	cvx
崔	cvy
忖	cyc
邨	cyn
存	cyp
皴	cyt
寸	cyy
辏	cze
腠	czv
溚	dab
怛	dac
哒	dah
鿎	daj
𨱏	dak
打	dal
鞑	dam
达	dan
答	dar
瘩	das
垯	dat
褡	dau
荙	dax
妲	daz
道	dca
盗	dcb
悼	dcc
舠	dce
倒	dcf
叨	dch
捣	dcl
氘	dcr
刀	dcs
祷	dcu
导	dcv
稻	dcw
岛	dcy
蹈	dcz
骀	ddc
轪	dde
代	ddf
玳	ddg
呆	ddh
绐	ddj
殆	ddl
大	ddn
戴	ddp
逮	ddq
怠	ddt
待	ddu
嘚	deh
锝	dek
地	det
德	deu
澄	dgb
璒	dgg
噔	dgh
磴	dgj
镫	dgk
登	dgl
邓	dgq
灯	dgr
嶝	dgy
蹬	dgz
凼	dhb
谠	dhd
珰	dhg
党	dhi
砀	dhj
铛	dhk
挡	dhl
档	dho
筜	dhr
垱	dht
裆	dhu
荡	dhx
弟	dia
滴	dib
谛	did
低	dif
籴	dig
嘀	dih
帝	dii
缔	dij
邸	dik
抵	dil
鞮	dim
髢	din
棣	dio
迪	dip
睇	diq
第	dir
底	dis
堤	dit
骶	diu
狄	div
敌	diw
蒂	dix
的	diy
嫡	diz
单	dja
淡	djb
惮	djc
诞	djd
耽	dje
儋	djf
啖	djh
石	djj
蛋	djk
担	djl
丹	djn
弹	djo
旦	djq
氮	djr
疸	djs
胆	djv
萏	djx
赕	djz
订	dkd
酊	dke
仃	dkf
玎	dkg
叮	dkh
碇	dkj
钉	dkk
町	dkp
鼎	dkq
疔	dks
腚	dkv
萣	dkx
丁	dky
奠	dma
滇	dmb
惦	dmc
佃	dmf
玷	dmg
殿	dmi
碘	dmj
钿	dmk
垫	dml
电	dmp
簟	dmr
店	dms
坫	dmt
典	dmw
巅	dmy
踮	dmz
凋	dnb
调	dnd
貂	dne
吊	dnh
窎	dni
碉	dnj
钓	dnk
雕	dnn
刁	dno
鲷	dny
躲	doa
惰	doc
舵	doe
哆	doh
铎	dok
掇	dol
夺	don
堕	dop
剟	doq
度	dos
垛	dot
裰	dou
跺	doz
爹	dpa
谍	dpd
喋	dph
碟	dpj
蝶	dpm
牒	dpn
楪	dpo
耋	dpp
叠	dpq
迭	dpr
堞	dpt
鲽	dpy
蹀	dpz
铥	dqk
端	dra
断	drd
瑖	drg
缎	drj
锻	drk
椴	dro
短	drr
塅	drt
耑	dry
洞	dsb
懂	dsc
东	dse
侗	dsf
咚	dsh
硐	dsj
𬟽	dsm
栋	dso
冬	dsq
氡	dsr
垌	dst
胴	dsv
董	dsx
岽	dsy
督	dua
渡	dub
犊	duc
读	dud
嘟	duh
蠹	dui
镀	duk
牍	dun
杜	duo
都	dup
睹	duq
笃	dur
堵	dut
髑	duu
独	duv
毒	duw
芏	dux
赌	duz
兑	dva
碓	dvj
队	dvp
怼	dvq
堆	dvt
祋	dvu
嘚	dwh
沌	dyb
惇	dyc
盾	dye
吨	dyh
砘	dyj
钝	dyk
趸	dyn
盹	dyq
炖	dyr
墩	dyt
敦	dyu
蹲	dyz
斗	dza
读	dzd
窦	dzi
钭	dzk
抖	dzl
蚪	dzm
豆	dzn
陡	dzp
篼	dzr
痘	dzs
蔸	dzx
兜	dzy
饿	eea
涐	eeb
愕	eec
讹	eed
鹅	eee
俄	eef
噩	eeg
哦	eeh
屙	eei
𥔲	eej
锷	eek
扼	eel
蛾	eem
阿	eep
遏	eeq
厄	ees
堨	eet
腭	eev
恶	eew
莪	eex
鳄	eey
娥	eez
摁	enl
蒽	enx
儿	era
洱	erb
鸸	erc
耳	ere
珥	erg
咡	erh
铒	erk
陑	erp
贰	err
尔	ers
鲕	ery
罚	faa
乏	fae
伐	faf
珐	fag
砝	faj
筏	far
阀	faw
忿	ffa
汾	ffb
愤	ffc
粉	ffd
酚	ffe
份	fff
玢	ffg
吩	ffh
纷	ffj
翂	ffm
奋	ffn
焚	ffo
氛	ffr
坟	fft
芬	ffx
鲼	ffy
冯	fgb
讽	fgd
俸	fgf
唪	fgh
奉	fgi
缝	fgj
锋	fgk
蜂	fgm
凤	fgn
枫	fgo
逢	fgq
烽	fgr
疯	fgs
封	fgt
丰	fgw
葑	fgx
峰	fgy
赗	fgz
牥	fhc
访	fhd
舫	fhe
仿	fhf
房	fhi
纺	fhj
钫	fhk
蚄	fhm
枋	fho
防	fhp
昉	fhq
放	fhs
坊	fht
肪	fhv
芳	fhx
鲂	fhy
妨	fhz
帆	fja
泛	fjb
反	fje
繁	fjf
璠	fjg
矾	fjj
钒	fjk
翻	fjm
凡	fjn
樊	fjo
畈	fjp
烦	fjr
墦	fjt
犯	fjv
范	fjx
贩	fjz
幅	fua
浮	fub
驸	fuc
讣	fud
辅	fue
复	fuf
付	fug
呋	fuh
富	fui
孵	fuj
鄜	fuk
扶	ful
孚	fum
夫	fun
阜	fuo
附	fup
敷	fuq
符	fur
府	fus
弗	fut
福	fuu
服	fuv
馥	fuw
芙	fux
凫	fuy
赴	fuz
沸	fwb
霏	fwc
诽	fwd
啡	fwh
扉	fwi
绯	fwj
镄	fwk
斐	fwn
飞	fwo
篚	fwr
废	fws
费	fwt
肥	fwv
匪	fww
菲	fwx
鲱	fwy
妃	fwz
缶	fzz
旮	gad
伽	gaf
尜	gag
嘎	gah
钆	gak
夹	gan
尬	gap
尕	gav
告	gcc
糕	gcd
睾	gce
羔	gci
缟	gcj
镐	gck
搞	gcl
槁	gco
杲	gcq
篙	gcr
膏	gcu
稿	gcw
藁	gcx
皋	gcy
溉	gdb
盖	gdi
钙	gdk
丐	gdn
概	gdo
陔	gdp
晐	gdq
垓	gdt
改	gdv
荄	gdx
赅	gdz
饹	gea
滆	geb
舸	gee
仡	gef
鸽	geg
咯	geh
割	gei
硌	gej
铬	gek
搁	gel
革	gem
鬲	gen
格	geo
隔	gep
各	geq
戈	ger
疙	ges
圪	get
骼	geu
膈	gev
阁	gew
葛	gex
歌	gey
艮	gfc
哏	gfh
亘	gfn
根	gfo
茛	gfx
浭	ggb
耿	gge
哽	ggh
羹	ggi
绠	ggj
耕	ggn
暅	ggq
庚	ggs
埂	ggt
鲠	ggy
罡	gha
港	ghb
戆	ghd
纲	ghj
钢	ghk
扛	ghl
杠	gho
筻	ghr
堽	ght
肛	ghv
冈	ghw
岗	ghy
缸	ghz
淦	gjb
赣	gjd
酐	gje
玕	gjg
绀	gjj
擀	gjl
甘	gjm
敢	gjo
尴	gjp
旰	gjq
竿	gjr
疳	gjs
坩	gjt
肝	gjv
干	gjw
苷	gjx
鳡	gjy
赶	gjz
拐	gkl
夬	gko
乖	gkw
洸	glb
𨐈	gle
珖	glg
咣	glh
桄	glo
广	gls
垙	glt
逛	glv
帼	goa
𬇹	gob
粿	god
国	goe
呙	goh
锅	gok
虢	gom
裹	gon
椁	goo
果	goq
埚	got
郭	gou
腘	gov
崞	goy
馆	gra
灌	grb
惯	grc
盥	gre
倌	grf
瓘	grg
官	gri
纶	grj
掼	grl
棺	gro
贯	grp
观	grq
管	grr
祼	gru
莞	grx
鳏	gry
罐	grz
躬	gsa
龚	gsd
工	gse
供	gsf
珙	gsg
宫	gsi
硔	gsj
拱	gsl
共	gsm
弓	gso
肱	gsv
觥	gsw
谷	gua
沽	gub
鹄	guc
诂	gud
固	gue
估	guf
咕	guh
雇	gui
钴	guk
蛊	gum
孤	gun
梏	guo
古	gup
箍	gur
顾	gus
鼓	gut
骨	guu
臌	guv
觚	guw
菇	gux
崮	guy
姑	guz
归	gva
诡	gvd
轨	gve
瑰	gvg
宄	gvi
硅	gvj
癸	gvl
规	gvn
桂	gvo
鬼	gvp
晷	gvq
簋	gvr
龟	gvs
圭	gvt
闺	gvw
鲑	gvy
跪	gvz
诖	gxd
呱	gxh
寡	gxi
瓜	gxm
栝	gxo
卦	gxt
褂	gxu
胍	gxv
刮	gxw
辊	gye
绲	gyj
衮	gyn
棍	gyo
鲧	gyy
沟	gzb
诟	gzd
佝	gzf
缑	gzj
钩	gzk
鞲	gzm
遘	gzn
构	gzo
耇	gzp
篝	gzr
垢	gzt
狗	gzv
够	gzw
苟	gzx
岣	gzy
媾	gzz
铪	hak
蛤	ham
浩	hcb
貉	hce
号	hch
蚝	hcm
耗	hcn
昊	hcq
郝	hct
豪	hcu
蒿	hcx
皓	hcy
海	hdb
骇	hdc
醢	hde
嗨	hdh
害	hdi
孩	hdn
氦	hdr
骸	hdu
亥	hdv
壑	hea
河	heb
诃	hed
貉	hee
何	hef
盒	heg
喝	heh
鹤	hei
纥	hej
鞨	hem
翮	hen
核	heo
贺	hep
曷	heq
熇	her
赫	het
褐	heu
劾	hev
禾	hew
荷	hex
恨	hfc
𬣳	hfd
痕	hfs
狠	hfv
珩	hgg
哼	hgh
衡	hgk
横	hgo
堼	hgt
亨	hgu
蘅	hgx
姮	hgz
沆	hhb
吭	hhh
绗	hhj
行	hhk
巷	hhm
夯	hhn
杭	hho
颃	hhv
汉	hjb
憾	hjc
酣	hje
琀	hjg
喊	hjh
寒	hji
撼	hjl
邯	hjm
函	hjo
韩	hjp
旱	hjq
焊	hjr
垾	hjt
犴	hjv
邗	hjw
菡	hjx
鼾	hjy
颔	hjz
淮	hkb
怀	hkc
槐	hko
徊	hku
踝	hkz
幌	hla
湟	hlb
慌	hlc
谎	hld
艎	hle
璜	hlg
喤	hlh
锽	hlk
蝗	hlm
凰	hln
隍	hlp
晃	hlq
煌	hlr
癀	hls
徨	hlu
肓	hlv
荒	hlx
皇	hly
媓	hlz
活	hob
霍	hoc
货	hof
嚯	hoh
豁	hoi
镬	hok
攉	hol
蠖	hom
耠	hon
夥	hoq
火	hor
祸	hou
和	how
获	hox
鹮	hra
浣	hrb
圜	hre
环	hrg
患	hrh
寰	hri
缓	hrj
锾	hrk
擐	hrl
还	hrn
桓	hro
欢	hrq
焕	hrr
奂	hrs
獾	hrv
郇	hrw
萑	hrx
鲩	hry
竑	hsa
洪	hsb
讧	hsd
轰	hse
玒	hsg
哄	hsh
宏	hsi
纮	hsj
𬭎	hsk
虹	hsm
弘	hso
翃	hsp
烘	hsr
闳	hsw
薨	hsx
虎	hua
湖	hub
惚	huc
糊	hud
乎	hue
瑚	hug
呼	huh
扈	hui
忽	huj
护	hul
蝴	hum
瓠	hun
弧	huo
胡	hup
互	huq
笏	hur
壶	hut
祜	huu
狐	huv
斛	huw
葫	hux
鹱	huy
嫭	huz
虺	hva
汇	hvb
恢	hvc
讳	hvd
回	hve
辉	hvg
喙	hvh
绘	hvj
𬭬	hvk
挥	hvl
蛔	hvm
惠	hvn
橞	hvo
灰	hvp
晖	hvq
烩	hvr
麾	hvs
恚	hvt
徽	hvu
慧	hvw
荟	hvx
毁	hvy
贿	hvz
嘿	hwh
𬭶	hwk
滑	hxb
骅	hxc
话	hxd
华	hxf
哗	hxh
铧	hxk
画	hxn
桦	hxo
划	hxr
猾	hxv
砉	hxw
花	hxx
婳	hxz
馄	hya
浑	hyb
惛	hyc
诨	hyd
珲	hyg
碈	hyj
昏	hyk
魂	hyn
阍	hyw
荤	hyx
婚	hyz
糇	hzd
逅	hze
候	hzf
喉	hzh
鲎	hzi
𬭤	hzk
篌	hzr
厚	hzs
堠	hzt
骺	hzu
猴	hzv
齁	hzy
岔	iaa
汊	iab
诧	iad
侘	iaf
嚓	iah
察	iai
碴	iaj
镲	iak
插	ial
刹	ian
查	iao
叉	iaq
垞	iat
衩	iau
猹	iav
茶	iax
嵖	iay
姹	iaz
巢	ica
潮	icb
怊	icc
吵	ich
绰	icj
钞	ick
抄	icl
耖	icn
弨	ico
朝	icp
晁	icq
炒	icr
豺	ide
侪	idf
柴	idg
差	idi
钗	idk
虿	idn
瘥	ids
茝	idx
澈	ieb
掣	iec
尺	iei
砗	iej
扯	iel
㬚	ieq
坼	iet
彻	ieu
沉	ifb
忱	ifc
谌	ifd
尘	ifg
嗔	ifh
宸	ifi
碜	ifj
臣	ifk
抻	ifl
郴	ifo
晨	ifq
煁	ifr
辰	ifs
衬	ifu
称	ifw
趁	ifz
澄	igb
骋	igc
诚	igd
酲	ige
偁	igf
琤	igg
呈	igh
宬	igi
铖	igk
撑	igl
蛏	igm
承	ign
橙	igo
晟	igq
盛	igr
庱	igs
城	igt
惩	igu
塍	igv
称	igw
怅	ihc
长	ihe
偿	ihf
尝	ihg
唱	ihh
常	ihi
𬬮	ihk
鬯	ihn
畅	ihp
昌	ihq
昶	ihr
厂	ihs
徜	ihu
肠	ihv
阊	ihw
苌	ihx
鲳	ihy
娼	ihz
饬	iia
池	iib
驰	iic
耻	iie
侈	iif
齿	iig
叱	iih
迟	iii
𫄨	iij
鸱	iik
摛	iil
螭	iim
豉	iin
弛	iio
翅	iip
匙	iiq
炽	iir
痴	iis
赤	iit
彳	iiu
胣	iiv
蚩	iiw
茌	iix
斥	iiy
媸	iiz
馋	ija
潺	ijb
忏	ijc
谗	ijd
儳	ijf
啴	ijh
孱	iji
缠	ijj
铲	ijk
掺	ijl
蝉	ijm
梴	ijo
旵	ijq
刬	ijr
廛	ijs
禅	iju
颤	ijv
阐	ijw
蒇	ijx
巉	ijy
婵	ijz
啜	ikh
揣	ikl
幢	ila
怆	ilc
噇	ilh
窗	ili
床	ils
闯	ilw
逴	ioa
惙	ioc
辍	ioe
龊	iog
啜	ioh
绰	ioj
踔	ioz
川	ira
船	ire
传	irf
串	irh
钏	irk
舛	irl
椽	iro
氚	irr
遄	iry
漴	isb
憧	isc
艟	ise
珫	isg
宠	isi
铳	isk
摏	isl
虫	ism
充	isv
重	isw
茺	isx
崇	isy
滁	iub
怵	iuc
䝙	iue
储	iuf
琡	iug
础	iuj
锄	iuk
搐	iul
蜍	ium
亍	iun
楚	iuo
除	iup
处	iuq
黜	iur
厨	ius
初	iuu
畜	iuv
触	iuw
雏	iuy
躇	iuz
圌	ive
倕	ivf
锤	ivk
捶	ivl
槌	ivo
陲	ivp
炊	ivr
垂	ivw
淳	iyb
醇	iye
瑃	iyg
蠢	iyi
纯	iyj
𬭚	iyk
蝽	iym
椿	iyo
唇	iys
堾	iyt
鹑	iyu
莼	iyx
䲠	iyy
帱	iza
惆	izc
酬	ize
仇	izf
雠	izg
绸	izj
丑	izo
畴	izp
瞅	izq
筹	izr
瘳	izs
愁	izw
臭	izy
踌	izz
巾	jba
津	jbb
谨	jbd
劲	jbe
仅	jbf
瑾	jbg
噤	jbh
尽	jbi
缙	jbj
锦	jbk
进	jbl
靳	jbm
紧	jbn
禁	jbo
筋	jbr
矜	jbs
墐	jbt
襟	jbu
晋	jbw
荩	jbx
近	jby
今	jbz
剂	jia
济	jib
即	jic
记	jid
辑	jie
伎	jif
集	jig
叽	jih
寄	jii
级	jij
麂	jik
技	jil
基	jim
几	jin
机	jio
际	jip
鸡	jiq
籍	jir
疾	jis
吉	jit
徛	jiu
己	jiv
季	jiw
藉	jix
急	jiy
击	jiz
竞	jka
净	jkb
惊	jkc
精	jkd
颈	jke
儆	jkf
璟	jkg
镜	jkk
井	jkl
阱	jkp
景	jkq
痉	jks
境	jkt
京	jku
胫	jkv
静	jkw
警	jkx
鲸	jky
婧	jkz
江	jlb
讲	jld
僵	jlf
姜	jli
绛	jlj
虹	jlm
奖	jln
疆	jlo
降	jlp
膙	jlv
匠	jlw
蒋	jlx
鳉	jly
煎	jma
减	jmb
犍	jmc
谏	jmd
舰	jme
件	jmf
尖	jmg
兼	jmh
肩	jmi
碱	jmj
键	jmk
捡	jml
毽	jmm
监	jmn
检	jmo
柬	jmp
建	jmq
简	jmr
剑	jmt
裥	jmu
腱	jmv
间	jmw
荐	jmx
鲣	jmy
贱	jmz
饺	jna
浇	jnb
骄	jnc
较	jne
佼	jnf
焦	jng
嚼	jnh
觉	jni
缴	jnj
铰	jnk
搅	jnl
蛟	jnm
交	jnn
椒	jno
教	jnp
矫	jnr
徼	jnu
脚	jnv
角	jnw
蕉	jnx
鲛	jny
娇	jnz
竭	jpa
洁	jpb
悈	jpc
诫	jpd
借	jpf
介	jpg
嗟	jph
届	jpi
结	jpj
街	jpk
捷	jpl
蚧	jpm
孑	jpn
杰	jpo
界	jpp
睫	jpq
戒	jpr
疖	jps
皆	jpt
骱	jpu
岊	jpv
解	jpw
节	jpx
鲒	jpy
姐	jpz
旧	jqa
酒	jqb
九	jqd
僦	jqf
玖	jqg
啾	jqh
究	jqi
纠	jqj
揪	jql
救	jqn
柩	jqo
灸	jqq
疚	jqs
鹫	jqu
阄	jqw
舅	jqy
赳	jqz
蠲	jra
涓	jrb
圈	jre
倦	jrf
隽	jrg
鹃	jrh
眷	jri
绢	jrj
镌	jrk
捐	jrl
焆	jrr
狷	jrv
娟	jrz
泂	jsb
𬳶	jsc
窘	jsi
䌹	jsj
炅	jsq
颎	jst
迥	jsw
决	jtb
𫘝	jtc
诀	jtd
倔	jtf
珏	jtg
嚼	jth
绝	jtj
镢	jtk
掘	jtl
爵	jtm
孓	jtn
桷	jto
矍	jtq
爝	jtr
厥	jts
獗	jtv
角	jtw
蕨	jtx
崛	jty
蹶	jtz
遽	jua
沮	jub
驹	juc
剧	jud
聚	jue
俱	juf
举	jug
咀	juh
局	jui
砠	juj
锯	juk
拒	jul
鞠	jum
飓	jun
橘	juo
䴗	juq
矩	jur
疽	jus
具	jut
裾	juu
狙	juv
句	juw
菊	jux
岠	juy
距	juz
浃	jxb
贾	jxe
价	jxf
珈	jxg
斝	jxh
钾	jxk
蛱	jxm
夹	jxn
枷	jxo
加	jxp
笳	jxr
痂	jxs
嘉	jxt
胛	jxv
稼	jxw
茄	jxx
岬	jxy
嫁	jxz
竣	jya
浚	jyb
骏	jyc
俊	jyf
珺	jyg
军	jyi
钧	jyk
捃	jyl
畯	jyp
君	jyq
焌	jyr
龟	jys
䐃	jyv
菌	jyx
峻	jyy
咖	kah
胩	kav
洘	kcb
靠	kcc
尻	kci
铐	kck
拷	kcl
栲	kco
烤	kcr
恺	kdc
铠	kdk
揩	kdl
楷	kdo
炌	kdr
垲	kdt
闿	kdw
蒈	kdx
凯	kdy
渴	keb
恪	kec
课	ked
轲	kee
珂	keg
咳	keh
客	kei
磕	kej
锞	kek
蝌	kem
牁	ken
柯	keo
克	kep
颗	keq
氪	ker
疴	kes
壳	ket
髁	keu
刻	kev
科	kew
苛	kex
岢	key
垦	kfc
